Item,Ref_Wave,Test_Wave,Mushra_Scores,Utterance,Folder,Condition,Codec,Rate_kbps,sampleMOS,conditionMOS,conditionCI,DataBase,sampleSTD,sampleCI,Degradation,sumVotes,CodecCombination,Q_Value_dB,EXP,NoiseType,ErrorType,ErrorRate%
100.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir6/lpcnq.wav,49.73333333,dir6,mfall,Set 1,LPCNet1.6,1.6,2.960255433,3.5935072,0.18786340399999998,Genspeech,,,,,,,,,,
110.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir6/lpcnq.wav,60.36363636,dir6,vec18,Set 1,LPCNet1.6,1.6,3.4617804039999998,3.5935072,0.18786340399999998,Genspeech,,,,,,,,,,
120.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir7/lpcnq.wav,59.22222222,dir7,mfall,Set 1,LPCNet1.6,1.6,3.4079298510000005,3.5935072,0.18786340399999998,Genspeech,,,,,,,,,,
130.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir7/lpcnq.wav,75.07692308,dir7,vec18,Set 1,LPCNet1.6,1.6,4.155935658,3.5935072,0.18786340399999998,Genspeech,,,,,,,,,,
140.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir8/lpcnq.wav,57.37209302,dir8,mfall,Set 1,LPCNet1.6,1.6,3.32064297,3.5935072,0.18786340399999998,Genspeech,,,,,,,,,,
150.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir8/lpcnq.wav,59.59139785,dir8,vec18,Set 1,LPCNet1.6,1.6,3.425347116,3.5935072,0.18786340399999998,Genspeech,,,,,,,,,,
1.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir1/lpcnu.wav,75.75862069,dir1,mfall,Set 1,LPCNetUnquan,-,4.188097335,4.491418844,0.096879221,Genspeech,,,,,,,,,,
11.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir1/lpcnu.wav,90.31818182,dir1,vec18,Set 1,LPCNetUnquan,-,4.875,4.491418844,0.096879221,Genspeech,,,,,,,,,,
21.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir2/lpcnu.wav,87.92941176,dir2,mfall,Set 1,LPCNetUnquan,-,4.762300688,4.491418844,0.096879221,Genspeech,,,,,,,,,,
31.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir2/lpcnu.wav,74.6091954,dir2,vec18,Set 1,LPCNetUnquan,-,4.1338688260000005,4.491418844,0.096879221,Genspeech,,,,,,,,,,
41.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir3/lpcnu.wav,85.29411765,dir3,mfall,Set 1,LPCNetUnquan,-,4.637970667,4.491418844,0.096879221,Genspeech,,,,,,,,,,
51.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir3/lpcnu.wav,81.80681818,dir3,vec18,Set 1,LPCNetUnquan,-,4.473444052,4.491418844,0.096879221,Genspeech,,,,,,,,,,
61.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir4/lpcnu.wav,84.54761905,dir4,mfall,Set 1,LPCNetUnquan,-,4.602751756,4.491418844,0.096879221,Genspeech,,,,,,,,,,
71.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir4/lpcnu.wav,85.01176471,dir4,vec18,Set 1,LPCNetUnquan,-,4.624649593,4.491418844,0.096879221,Genspeech,,,,,,,,,,
81.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir5/lpcnu.wav,80.45555556,dir5,mfall,Set 1,LPCNetUnquan,-,4.409693099999999,4.491418844,0.096879221,Genspeech,,,,,,,,,,
91.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir5/lpcnu.wav,84.21111111,dir5,vec18,Set 1,LPCNetUnquan,-,4.586875715,4.491418844,0.096879221,Genspeech,,,,,,,,,,
101.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir6/lpcnu.wav,78.21111111,dir6,mfall,Set 1,LPCNetUnquan,-,4.303802897,4.491418844,0.096879221,Genspeech,,,,,,,,,,
111.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir6/lpcnu.wav,84.35227273,dir6,vec18,Set 1,LPCNetUnquan,-,4.593535551,4.491418844,0.096879221,Genspeech,,,,,,,,,,
121.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir7/lpcnu.wav,79.04444444,dir7,mfall,Set 1,LPCNetUnquan,-,4.343118566,4.491418844,0.096879221,Genspeech,,,,,,,,,,
131.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir7/lpcnu.wav,81.08791209,dir7,vec18,Set 1,LPCNetUnquan,-,4.439526924,4.491418844,0.096879221,Genspeech,,,,,,,,,,
141.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir8/lpcnu.wav,80.30232558,dir8,mfall,Set 1,LPCNetUnquan,-,4.402463893,4.491418844,0.096879221,Genspeech,,,,,,,,,,
151.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir8/lpcnu.wav,82.06451613,dir8,vec18,Set 1,LPCNetUnquan,-,4.485601933,4.491418844,0.096879221,Genspeech,,,,,,,,,,
2.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir1/melp.wav,35.09195402,dir1,mfall,Set 1,MELP2.4,2.4,2.2694926840000003,2.411586841,0.117900299,Genspeech,,,,,,,,,,
12.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir1/melp.wav,39.36363636,dir1,vec18,Set 1,MELP2.4,2.4,2.471025543,2.411586841,0.117900299,Genspeech,,,,,,,,,,
22.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir2/melp.wav,46.6,dir2,mfall,Set 1,MELP2.4,2.4,2.812428517,2.411586841,0.117900299,Genspeech,,,,,,,,,,
32.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir2/melp.wav,36.34482759,dir2,vec18,Set 1,MELP2.4,2.4,2.328601759,2.411586841,0.117900299,Genspeech,,,,,,,,,,
42.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir3/melp.wav,28.49411765,dir3,mfall,Set 1,MELP2.4,2.4,1.9582146619999998,2.411586841,0.117900299,Genspeech,,,,,,,,,,
52.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir3/melp.wav,33.31818182,dir3,vec18,Set 1,MELP2.4,2.4,2.185808235,2.411586841,0.117900299,Genspeech,,,,,,,,,,
62.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir4/melp.wav,39.35714286,dir4,mfall,Set 1,MELP2.4,2.4,2.470719188,2.411586841,0.117900299,Genspeech,,,,,,,,,,
72.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir4/melp.wav,34.89411765,dir4,vec18,Set 1,MELP2.4,2.4,2.260159001,2.411586841,0.117900299,Genspeech,,,,,,,,,,
82.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir5/melp.wav,44.11111111,dir5,mfall,Set 1,MELP2.4,2.4,2.6950057189999996,2.411586841,0.117900299,Genspeech,,,,,,,,,,
92.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir5/melp.wav,33.9,dir5,vec18,Set 1,MELP2.4,2.4,2.21325772,2.411586841,0.117900299,Genspeech,,,,,,,,,,
102.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir6/melp.wav,41.83333333,dir6,mfall,Set 1,MELP2.4,2.4,2.58754289,2.411586841,0.117900299,Genspeech,,,,,,,,,,
112.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir6/melp.wav,40.82954545,dir6,vec18,Set 1,MELP2.4,2.4,2.540185379,2.411586841,0.117900299,Genspeech,,,,,,,,,,
122.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir7/melp.wav,42.03333333,dir7,mfall,Set 1,MELP2.4,2.4,2.59697865,2.411586841,0.117900299,Genspeech,,,,,,,,,,
132.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir7/melp.wav,40.50549451,dir7,vec18,Set 1,MELP2.4,2.4,2.5248970440000003,2.411586841,0.117900299,Genspeech,,,,,,,,,,
142.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir8/melp.wav,42.63953488,dir8,mfall,Set 1,MELP2.4,2.4,2.625578514,2.411586841,0.117900299,Genspeech,,,,,,,,,,
152.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir8/melp.wav,30.34408602,dir8,vec18,Set 1,MELP2.4,2.4,2.045493955,2.411586841,0.117900299,Genspeech,,,,,,,,,,
3.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir1/opus.wav,77.13793103,dir1,mfall,Set 1,Opus9.0,9,4.253171546,4.02027496,0.106250519,Genspeech,,,,,,,,,,
7.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir1/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir1/opus9.wav,65.43010753,dir1,mfall,Set 2,Opus9.0,9,3.7008104489999996,4.02027496,0.106250519,Genspeech,,,,,,,,,,
13.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir1/opus.wav,78.81818182,dir1,vec18,Set 1,Opus9.0,9,4.332443767,4.02027496,0.106250519,Genspeech,,,,,,,,,,
17.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir1/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir1/opus9.wav,73.72631579,dir1,vec18,Set 2,Opus9.0,9,4.092215623,4.02027496,0.106250519,Genspeech,,,,,,,,,,
23.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir2/opus.wav,69.55294118,dir2,mfall,Set 1,Opus9.0,9,3.895320805,4.02027496,0.106250519,Genspeech,,,,,,,,,,
27.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir2/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir2/opus9.wav,75.12765957,dir2,mfall,Set 2,Opus9.0,9,4.158329345,4.02027496,0.106250519,Genspeech,,,,,,,,,,
33.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir2/opus.wav,71.70114943,dir2,vec18,Set 1,Opus9.0,9,3.996670698,4.02027496,0.106250519,Genspeech,,,,,,,,,,
37.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir2/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir2/opus9.wav,74.15217391,dir2,vec18,Set 2,Opus9.0,9,4.112307099,4.02027496,0.106250519,Genspeech,,,,,,,,,,
43.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir3/opus.wav,78.44705882,dir3,mfall,Set 1,Opus9.0,9,4.3149346280000005,4.02027496,0.106250519,Genspeech,,,,,,,,,,
47.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir3/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir3/opus9.wav,61.75531915,dir3,mfall,Set 2,Opus9.0,9,3.527438332,4.02027496,0.106250519,Genspeech,,,,,,,,,,
53.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir3/opus.wav,83.28409091,dir3,vec18,Set 1,Opus9.0,9,4.543140011,4.02027496,0.106250519,Genspeech,,,,,,,,,,
57.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir3/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir3/opus9.wav,77.64516129,dir3,vec18,Set 2,Opus9.0,9,4.277102062,4.02027496,0.106250519,Genspeech,,,,,,,,,,
63.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir4/opus.wav,70.90476190000001,dir4,mfall,Set 1,Opus9.0,9,3.959098088,4.02027496,0.106250519,Genspeech,,,,,,,,,,
67.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir4/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir4/opus9.wav,71.5106383,dir4,mfall,Set 2,Opus9.0,9,3.9876826110000003,4.02027496,0.106250519,Genspeech,,,,,,,,,,
73.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir4/opus.wav,79.50588235,dir4,vec18,Set 1,Opus9.0,9,4.364888654,4.02027496,0.106250519,Genspeech,,,,,,,,,,
77.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir4/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir4/opus9.wav,65.39583333,dir4,vec18,Set 2,Opus9.0,9,3.699193433,4.02027496,0.106250519,Genspeech,,,,,,,,,,
83.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir5/opus.wav,57.34444444,dir5,mfall,Set 1,Opus9.0,9,3.319338543,4.02027496,0.106250519,Genspeech,,,,,,,,,,
87.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir5/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir5/opus9.wav,70.32978723,dir5,mfall,Set 2,Opus9.0,9,3.931971471,4.02027496,0.106250519,Genspeech,,,,,,,,,,
93.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir5/opus.wav,78.97777778,dir5,vec18,Set 1,Opus9.0,9,4.339973313,4.02027496,0.106250519,Genspeech,,,,,,,,,,
97.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir5/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir5/opus9.wav,65.73684211,dir5,vec18,Set 2,Opus9.0,9,3.715281819,4.02027496,0.106250519,Genspeech,,,,,,,,,,
103.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir6/opus.wav,66.7,dir6,mfall,Set 1,Opus9.0,9,3.760722455,4.02027496,0.106250519,Genspeech,,,,,,,,,,
107.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir6/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir6/opus9.wav,65.91578947,dir6,mfall,Set 2,Opus9.0,9,3.723724341,4.02027496,0.106250519,Genspeech,,,,,,,,,,
113.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir6/opus.wav,72.63636364,dir6,vec18,Set 1,Opus9.0,9,4.040792985,4.02027496,0.106250519,Genspeech,,,,,,,,,,
117.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir6/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir6/opus9.wav,71.92553191,dir6,vec18,Set 2,Opus9.0,9,4.007256795,4.02027496,0.106250519,Genspeech,,,,,,,,,,
123.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir7/opus.wav,75.44444444,dir7,mfall,Set 1,Opus9.0,9,4.173274876,4.02027496,0.106250519,Genspeech,,,,,,,,,,
127.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir7/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir7/opus9.wav,78.81914894,dir7,mfall,Set 2,Opus9.0,9,4.3324893939999995,4.02027496,0.106250519,Genspeech,,,,,,,,,,
133.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir7/opus.wav,82.84615385,dir7,vec18,Set 1,Opus9.0,9,4.522478665,4.02027496,0.106250519,Genspeech,,,,,,,,,,
137.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir7/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir7/opus9.wav,60.3125,dir7,vec18,Set 2,Opus9.0,9,3.4593678519999997,4.02027496,0.106250519,Genspeech,,,,,,,,,,
143.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir8/opus.wav,68.22093023,dir8,mfall,Set 1,Opus9.0,9,3.832478123,4.02027496,0.106250519,Genspeech,,,,,,,,,,
147.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir8/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir8/opus9.wav,72.95744681,dir8,mfall,Set 2,Opus9.0,9,4.055941305,4.02027496,0.106250519,Genspeech,,,,,,,,,,
153.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir8/opus.wav,68.76344086,dir8,vec18,Set 1,Opus9.0,9,3.858073125,4.02027496,0.106250519,Genspeech,,,,,,,,,,
157.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir8/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir8/opus9.wav,79.42105263,dir8,vec18,Set 2,Opus9.0,9,4.36088649,4.02027496,0.106250519,Genspeech,,,,,,,,,,
4.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir1/speex.wav,16.82758621,dir1,mfall,Set 1,Speex4.0,4,1.407801675,1.344747916,0.045311714,Genspeech,,,,,,,,,,
8.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir1/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir1/speex.wav,17.17204301,dir1,mfall,Set 2,Speex4.0,4,1.424052735,1.344747916,0.045311714,Genspeech,,,,,,,,,,
14.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir1/speex.wav,14.63636364,dir1,vec18,Set 1,Speex4.0,4,1.304422417,1.344747916,0.045311714,Genspeech,,,,,,,,,,
18.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir1/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir1/speex.wav,12.56842105,dir1,vec18,Set 2,Speex4.0,4,1.206859362,1.344747916,0.045311714,Genspeech,,,,,,,,,,
24.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir2/speex.wav,15.81176471,dir2,mfall,Set 1,Speex4.0,4,1.3598764330000002,1.344747916,0.045311714,Genspeech,,,,,,,,,,
28.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir2/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir2/speex.wav,14.85106383,dir2,mfall,Set 2,Speex4.0,4,1.314551715,1.344747916,0.045311714,Genspeech,,,,,,,,,,
34.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir2/speex.wav,14.0,dir2,vec18,Set 1,Speex4.0,4,1.274399543,1.344747916,0.045311714,Genspeech,,,,,,,,,,
38.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir2/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir2/speex.wav,15.30434783,dir2,vec18,Set 2,Speex4.0,4,1.335937112,1.344747916,0.045311714,Genspeech,,,,,,,,,,
44.0,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/mfall/dir3/speex.wav,12.02352941,dir3,mfall,Set 1,Speex4.0,4,1.181152026,1.344747916,0.045311714,Genspeech,,,,,,,,,,
48.0,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir3/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/mfall/dir3/speex.wav,13.77659574,dir3,mfall,Set 2,Speex4.0,4,1.263859597,1.344747916,0.045311714,Genspeech,,,,,,,,,,
54.0,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,Speech_Databases/Genspeech/LPCNet_listening_test/vec18/dir3/speex.wav,18.57954545,dir3,vec18,Set 1,Speex4.0,4,1.490457015,1.344747916,0.045311714,Genspeech,,,,,,,,,,
58.0,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir3/ref.wav,Speech_Databases/Genspeech/OpusNet_listening_test/vec18/dir3/speex.wav,14.89247312,dir3,vec18,Set 2,Speex4.0,4,1.316505356,1.344747916,0.045311714,Genspeech,,,,,,,,,,
